{'loss': 4.0027, 'grad_norm': 8.421422004699707, 'learning_rate': 4.9074074074074075e-05, 'epoch': 0.07}
{'loss': 2.5267, 'grad_norm': 8.3782958984375, 'learning_rate': 2.8703703703703706e-05, 'epoch': 1.69}
{'loss': 2.7035, 'grad_norm': 13.62720012664795, 'learning_rate': 2.777777777777778e-05, 'epoch': 1.77}
{'loss': 2.552, 'grad_norm': 13.052218437194824, 'learning_rate': 2.6851851851851855e-05, 'epoch': 1.84}
{'loss': 2.4182, 'grad_norm': 7.7401814460754395, 'learning_rate': 2.5925925925925925e-05, 'epoch': 1.92}
{'loss': 2.5804, 'grad_norm': 14.743103981018066, 'learning_rate': 2.5e-05, 'epoch': 1.99}
{'loss': 2.2545, 'grad_norm': 10.885554313659668, 'learning_rate': 2.4074074074074074e-05, 'epoch': 2.06}
{'loss': 2.3204, 'grad_norm': 7.167238235473633, 'learning_rate': 2.314814814814815e-05, 'epoch': 2.13}
{'loss': 2.3932, 'grad_norm': 6.358293533325195, 'learning_rate': 2.2222222222222223e-05, 'epoch': 2.21}
{'loss': 2.3958, 'grad_norm': 14.89314079284668, 'learning_rate': 2.1296296296296296e-05, 'epoch': 2.28}
{'loss': 2.2726, 'grad_norm': 2.707995891571045, 'learning_rate': 2.037037037037037e-05, 'epoch': 2.35}
{'loss': 2.3345, 'grad_norm': 5.900257110595703, 'learning_rate': 1.9444444444444445e-05, 'epoch': 2.43}
{'loss': 2.3283, 'grad_norm': 3.8190109729766846, 'learning_rate': 1.8518518518518518e-05, 'epoch': 2.5}
{'loss': 2.2504, 'grad_norm': 8.452720642089844, 'learning_rate': 1.7592592592592595e-05, 'epoch': 2.58}
{'loss': 2.2843, 'grad_norm': 5.586987495422363, 'learning_rate': 1.6666666666666667e-05, 'epoch': 2.65}
{'loss': 2.3319, 'grad_norm': 12.534415245056152, 'learning_rate': 1.574074074074074e-05, 'epoch': 2.72}
{'loss': 2.3034, 'grad_norm': 4.810848236083984, 'learning_rate': 1.4814814814814815e-05, 'epoch': 2.8}
{'loss': 2.3524, 'grad_norm': 8.472870826721191, 'learning_rate': 1.388888888888889e-05, 'epoch': 2.87}
{'loss': 2.3309, 'grad_norm': 6.371198654174805, 'learning_rate': 1.2962962962962962e-05, 'epoch': 2.94}
{'loss': 2.0357, 'grad_norm': 4.520937919616699, 'learning_rate': 1.2037037037037037e-05, 'epoch': 3.01}
{'loss': 2.2334, 'grad_norm': 1.0393590927124023, 'learning_rate': 1.1111111111111112e-05, 'epoch': 3.09}
{'loss': 2.1926, 'grad_norm': 5.8253607749938965, 'learning_rate': 1.0185185185185185e-05, 'epoch': 3.16}
{'loss': 2.1414, 'grad_norm': 1.4860799312591553, 'learning_rate': 9.259259259259259e-06, 'epoch': 3.24}
{'loss': 2.205, 'grad_norm': 2.6286673545837402, 'learning_rate': 8.333333333333334e-06, 'epoch': 3.31}
{'loss': 2.1458, 'grad_norm': 4.3221917152404785, 'learning_rate': 7.4074074074074075e-06, 'epoch': 3.38}
{'loss': 2.2625, 'grad_norm': 3.7388112545013428, 'learning_rate': 6.481481481481481e-06, 'epoch': 3.46}
{'loss': 2.119, 'grad_norm': 3.4417214393615723, 'learning_rate': 5.555555555555556e-06, 'epoch': 3.53}
{'loss': 2.1801, 'grad_norm': 7.89652681350708, 'learning_rate': 4.6296296296296296e-06, 'epoch': 3.61}
{'loss': 2.1438, 'grad_norm': 1.745883822441101, 'learning_rate': 3.7037037037037037e-06, 'epoch': 3.68}
{'loss': 2.1645, 'grad_norm': 6.501326560974121, 'learning_rate': 2.777777777777778e-06, 'epoch': 3.75}
{'loss': 2.1651, 'grad_norm': 4.738488674163818, 'learning_rate': 1.8518518518518519e-06, 'epoch': 3.83}
{'loss': 2.1952, 'grad_norm': 6.426775932312012, 'learning_rate': 9.259259259259259e-07, 'epoch': 3.9}
{'loss': 2.1218, 'grad_norm': 0.8633132576942444, 'learning_rate': 0.0, 'epoch': 3.97}
{'train_runtime': 69.7736, 'train_samples_per_second': 93.101, 'train_steps_per_second': 7.739, 'train_loss': 2.5417686850936323, 'epoch': 3.97}
1 0.8154981549815498
{'loss': 3.8305, 'grad_norm': 8.963948249816895, 'learning_rate': 4.9074074074074075e-05, 'epoch': 0.07}
{'loss': 3.8013, 'grad_norm': 10.110501289367676, 'learning_rate': 4.814814814814815e-05, 'epoch': 0.15}
{'loss': 3.427, 'grad_norm': 8.890368461608887, 'learning_rate': 4.722222222222222e-05, 'epoch': 0.22}
{'loss': 3.2848, 'grad_norm': 7.349660396575928, 'learning_rate': 4.62962962962963e-05, 'epoch': 0.3}
{'loss': 3.2712, 'grad_norm': 10.779951095581055, 'learning_rate': 4.5370370370370374e-05, 'epoch': 0.37}
{'loss': 3.0029, 'grad_norm': 5.256769180297852, 'learning_rate': 4.4444444444444447e-05, 'epoch': 0.44}
{'loss': 3.1099, 'grad_norm': 13.456317901611328, 'learning_rate': 4.351851851851852e-05, 'epoch': 0.52}
{'loss': 2.9621, 'grad_norm': 10.13847541809082, 'learning_rate': 4.259259259259259e-05, 'epoch': 0.59}
{'loss': 2.9721, 'grad_norm': 15.476043701171875, 'learning_rate': 4.166666666666667e-05, 'epoch': 0.66}
{'loss': 3.0941, 'grad_norm': 16.356355667114258, 'learning_rate': 4.074074074074074e-05, 'epoch': 0.74}
{'loss': 2.9676, 'grad_norm': 11.279777526855469, 'learning_rate': 3.981481481481482e-05, 'epoch': 0.81}
{'loss': 2.7831, 'grad_norm': 6.518005847930908, 'learning_rate': 3.888888888888889e-05, 'epoch': 0.89}
{'loss': 3.0221, 'grad_norm': 9.653980255126953, 'learning_rate': 3.7962962962962964e-05, 'epoch': 0.96}
{'loss': 2.7819, 'grad_norm': 13.493083000183105, 'learning_rate': 3.7037037037037037e-05, 'epoch': 1.03}
{'loss': 2.5953, 'grad_norm': 7.984750747680664, 'learning_rate': 3.611111111111111e-05, 'epoch': 1.1}
{'loss': 2.6512, 'grad_norm': 7.634270191192627, 'learning_rate': 3.518518518518519e-05, 'epoch': 1.18}
{'loss': 2.6607, 'grad_norm': 11.682979583740234, 'learning_rate': 3.425925925925926e-05, 'epoch': 1.25}
{'loss': 2.6313, 'grad_norm': 6.644015312194824, 'learning_rate': 3.3333333333333335e-05, 'epoch': 1.32}
{'loss': 2.6354, 'grad_norm': 10.44782543182373, 'learning_rate': 3.240740740740741e-05, 'epoch': 1.4}
{'loss': 2.4559, 'grad_norm': 8.156338691711426, 'learning_rate': 3.148148148148148e-05, 'epoch': 1.47}
{'loss': 2.8278, 'grad_norm': 21.765625, 'learning_rate': 3.055555555555556e-05, 'epoch': 1.55}
{'loss': 2.5658, 'grad_norm': 5.597236633300781, 'learning_rate': 2.962962962962963e-05, 'epoch': 1.62}
{'loss': 2.5847, 'grad_norm': 6.905830383300781, 'learning_rate': 2.8703703703703706e-05, 'epoch': 1.69}
{'loss': 2.6104, 'grad_norm': 5.88218355178833, 'learning_rate': 2.777777777777778e-05, 'epoch': 1.77}
{'loss': 2.6809, 'grad_norm': 8.021276473999023, 'learning_rate': 2.6851851851851855e-05, 'epoch': 1.84}
{'loss': 2.5296, 'grad_norm': 13.10793399810791, 'learning_rate': 2.5925925925925925e-05, 'epoch': 1.92}
{'loss': 2.6583, 'grad_norm': 12.020294189453125, 'learning_rate': 2.5e-05, 'epoch': 1.99}
{'loss': 2.2109, 'grad_norm': 7.448450565338135, 'learning_rate': 2.4074074074074074e-05, 'epoch': 2.06}
{'loss': 2.4265, 'grad_norm': 7.480969429016113, 'learning_rate': 2.314814814814815e-05, 'epoch': 2.13}
{'loss': 2.4583, 'grad_norm': 13.653120040893555, 'learning_rate': 2.2222222222222223e-05, 'epoch': 2.21}
{'loss': 2.3474, 'grad_norm': 7.488857746124268, 'learning_rate': 2.1296296296296296e-05, 'epoch': 2.28}
{'loss': 2.325, 'grad_norm': 5.970851421356201, 'learning_rate': 2.037037037037037e-05, 'epoch': 2.35}
{'loss': 2.4431, 'grad_norm': 7.891514778137207, 'learning_rate': 1.9444444444444445e-05, 'epoch': 2.43}
{'loss': 2.3393, 'grad_norm': 14.291433334350586, 'learning_rate': 1.8518518518518518e-05, 'epoch': 2.5}
{'loss': 2.282, 'grad_norm': 6.500248908996582, 'learning_rate': 1.7592592592592595e-05, 'epoch': 2.58}
{'loss': 2.4549, 'grad_norm': 10.6429443359375, 'learning_rate': 1.6666666666666667e-05, 'epoch': 2.65}
{'loss': 2.3138, 'grad_norm': 4.267116546630859, 'learning_rate': 1.574074074074074e-05, 'epoch': 2.72}
{'loss': 2.3741, 'grad_norm': 9.781502723693848, 'learning_rate': 1.4814814814814815e-05, 'epoch': 2.8}
{'loss': 2.3875, 'grad_norm': 7.043652057647705, 'learning_rate': 1.388888888888889e-05, 'epoch': 2.87}
{'loss': 2.3296, 'grad_norm': 9.27390193939209, 'learning_rate': 1.2962962962962962e-05, 'epoch': 2.94}
{'loss': 2.0787, 'grad_norm': 5.532739162445068, 'learning_rate': 1.2037037037037037e-05, 'epoch': 3.01}
{'loss': 2.2213, 'grad_norm': 1.862650752067566, 'learning_rate': 1.1111111111111112e-05, 'epoch': 3.09}
{'loss': 2.221, 'grad_norm': 2.049961566925049, 'learning_rate': 1.0185185185185185e-05, 'epoch': 3.16}
{'loss': 2.2374, 'grad_norm': 3.686912775039673, 'learning_rate': 9.259259259259259e-06, 'epoch': 3.24}
{'loss': 2.2659, 'grad_norm': 2.8414196968078613, 'learning_rate': 8.333333333333334e-06, 'epoch': 3.31}
{'loss': 2.2667, 'grad_norm': 6.653641223907471, 'learning_rate': 7.4074074074074075e-06, 'epoch': 3.38}
{'loss': 2.2323, 'grad_norm': 1.7858362197875977, 'learning_rate': 6.481481481481481e-06, 'epoch': 3.46}
{'loss': 2.2297, 'grad_norm': 6.981409072875977, 'learning_rate': 5.555555555555556e-06, 'epoch': 3.53}
{'loss': 2.303, 'grad_norm': 3.540863513946533, 'learning_rate': 4.6296296296296296e-06, 'epoch': 3.61}
{'loss': 2.1632, 'grad_norm': 2.429792642593384, 'learning_rate': 3.7037037037037037e-06, 'epoch': 3.68}
{'loss': 2.193, 'grad_norm': 6.8403143882751465, 'learning_rate': 2.777777777777778e-06, 'epoch': 3.75}
{'loss': 2.1701, 'grad_norm': 0.7074946761131287, 'learning_rate': 1.8518518518518519e-06, 'epoch': 3.83}
{'loss': 2.2239, 'grad_norm': 6.088033676147461, 'learning_rate': 9.259259259259259e-07, 'epoch': 3.9}
{'loss': 2.1405, 'grad_norm': 6.934795379638672, 'learning_rate': 0.0, 'epoch': 3.97}
{'train_runtime': 70.0576, 'train_samples_per_second': 92.724, 'train_steps_per_second': 7.708, 'train_loss': 2.593274731106228, 'epoch': 3.97}
2 0.7859778597785978
{'loss': 3.8332, 'grad_norm': 12.013754844665527, 'learning_rate': 4.9074074074074075e-05, 'epoch': 0.07}
{'loss': 3.5771, 'grad_norm': 7.899886608123779, 'learning_rate': 4.814814814814815e-05, 'epoch': 0.15}
{'loss': 3.2918, 'grad_norm': 11.25998592376709, 'learning_rate': 4.722222222222222e-05, 'epoch': 0.22}
{'loss': 3.1761, 'grad_norm': 12.4979829788208, 'learning_rate': 4.62962962962963e-05, 'epoch': 0.3}
{'loss': 2.9985, 'grad_norm': 10.030435562133789, 'learning_rate': 4.5370370370370374e-05, 'epoch': 0.37}
{'loss': 3.1343, 'grad_norm': 9.946415901184082, 'learning_rate': 4.4444444444444447e-05, 'epoch': 0.44}
{'loss': 2.8525, 'grad_norm': 9.530978202819824, 'learning_rate': 4.351851851851852e-05, 'epoch': 0.52}
{'loss': 2.9799, 'grad_norm': 19.535932540893555, 'learning_rate': 4.259259259259259e-05, 'epoch': 0.59}
{'loss': 2.8792, 'grad_norm': 11.070825576782227, 'learning_rate': 4.166666666666667e-05, 'epoch': 0.66}
{'loss': 2.9222, 'grad_norm': 13.079719543457031, 'learning_rate': 4.074074074074074e-05, 'epoch': 0.74}
{'loss': 2.8919, 'grad_norm': 9.938252449035645, 'learning_rate': 3.981481481481482e-05, 'epoch': 0.81}
{'loss': 2.8015, 'grad_norm': 9.961392402648926, 'learning_rate': 3.888888888888889e-05, 'epoch': 0.89}
{'loss': 2.7577, 'grad_norm': 8.403576850891113, 'learning_rate': 3.7962962962962964e-05, 'epoch': 0.96}
{'loss': 2.4599, 'grad_norm': 7.401851654052734, 'learning_rate': 3.7037037037037037e-05, 'epoch': 1.03}
{'loss': 2.4465, 'grad_norm': 7.354340076446533, 'learning_rate': 3.611111111111111e-05, 'epoch': 1.1}
{'loss': 2.6403, 'grad_norm': 4.010495185852051, 'learning_rate': 3.518518518518519e-05, 'epoch': 1.18}
{'loss': 2.6512, 'grad_norm': 6.064788341522217, 'learning_rate': 3.425925925925926e-05, 'epoch': 1.25}
{'loss': 2.4956, 'grad_norm': 4.439505100250244, 'learning_rate': 3.3333333333333335e-05, 'epoch': 1.32}
{'loss': 2.593, 'grad_norm': 10.53166675567627, 'learning_rate': 3.240740740740741e-05, 'epoch': 1.4}
{'loss': 2.4665, 'grad_norm': 8.560471534729004, 'learning_rate': 3.148148148148148e-05, 'epoch': 1.47}
{'loss': 2.6376, 'grad_norm': 7.393582820892334, 'learning_rate': 3.055555555555556e-05, 'epoch': 1.55}
{'loss': 2.4522, 'grad_norm': 9.239837646484375, 'learning_rate': 2.962962962962963e-05, 'epoch': 1.62}
{'loss': 2.5511, 'grad_norm': 7.897761821746826, 'learning_rate': 2.8703703703703706e-05, 'epoch': 1.69}
{'loss': 2.5853, 'grad_norm': 10.701631546020508, 'learning_rate': 2.777777777777778e-05, 'epoch': 1.77}
{'loss': 2.597, 'grad_norm': 8.305268287658691, 'learning_rate': 2.6851851851851855e-05, 'epoch': 1.84}
{'loss': 2.5566, 'grad_norm': 14.11733627319336, 'learning_rate': 2.5925925925925925e-05, 'epoch': 1.92}
{'loss': 2.6106, 'grad_norm': 10.277595520019531, 'learning_rate': 2.5e-05, 'epoch': 1.99}
{'loss': 2.2513, 'grad_norm': 3.84435772895813, 'learning_rate': 2.4074074074074074e-05, 'epoch': 2.06}
{'loss': 2.3267, 'grad_norm': 3.4532744884490967, 'learning_rate': 2.314814814814815e-05, 'epoch': 2.13}
{'loss': 2.2335, 'grad_norm': 5.188390254974365, 'learning_rate': 2.2222222222222223e-05, 'epoch': 2.21}
{'loss': 2.312, 'grad_norm': 7.518980979919434, 'learning_rate': 2.1296296296296296e-05, 'epoch': 2.28}
{'loss': 2.3048, 'grad_norm': 14.190120697021484, 'learning_rate': 2.037037037037037e-05, 'epoch': 2.35}
{'loss': 2.3397, 'grad_norm': 12.538304328918457, 'learning_rate': 1.9444444444444445e-05, 'epoch': 2.43}
{'loss': 2.3085, 'grad_norm': 9.180510520935059, 'learning_rate': 1.8518518518518518e-05, 'epoch': 2.5}
{'loss': 2.3145, 'grad_norm': 7.393665790557861, 'learning_rate': 1.7592592592592595e-05, 'epoch': 2.58}
{'loss': 2.327, 'grad_norm': 3.139068603515625, 'learning_rate': 1.6666666666666667e-05, 'epoch': 2.65}
{'loss': 2.3802, 'grad_norm': 8.13178539276123, 'learning_rate': 1.574074074074074e-05, 'epoch': 2.72}
{'loss': 2.3292, 'grad_norm': 17.77383041381836, 'learning_rate': 1.4814814814814815e-05, 'epoch': 2.8}
{'loss': 2.2969, 'grad_norm': 11.846796989440918, 'learning_rate': 1.388888888888889e-05, 'epoch': 2.87}
{'loss': 2.294, 'grad_norm': 10.489030838012695, 'learning_rate': 1.2962962962962962e-05, 'epoch': 2.94}
{'loss': 2.095, 'grad_norm': 4.645317554473877, 'learning_rate': 1.2037037037037037e-05, 'epoch': 3.01}
{'loss': 2.1524, 'grad_norm': 3.5478265285491943, 'learning_rate': 1.1111111111111112e-05, 'epoch': 3.09}
{'loss': 2.1797, 'grad_norm': 2.039008140563965, 'learning_rate': 1.0185185185185185e-05, 'epoch': 3.16}
{'loss': 2.1926, 'grad_norm': 1.2843037843704224, 'learning_rate': 9.259259259259259e-06, 'epoch': 3.24}
{'loss': 2.2686, 'grad_norm': 6.90990686416626, 'learning_rate': 8.333333333333334e-06, 'epoch': 3.31}
{'loss': 2.1987, 'grad_norm': 9.054705619812012, 'learning_rate': 7.4074074074074075e-06, 'epoch': 3.38}
{'loss': 2.2729, 'grad_norm': 6.183184623718262, 'learning_rate': 6.481481481481481e-06, 'epoch': 3.46}
{'loss': 2.1548, 'grad_norm': 6.660454273223877, 'learning_rate': 5.555555555555556e-06, 'epoch': 3.53}
{'loss': 2.1645, 'grad_norm': 3.630688190460205, 'learning_rate': 4.6296296296296296e-06, 'epoch': 3.61}
{'loss': 2.2352, 'grad_norm': 6.306832790374756, 'learning_rate': 3.7037037037037037e-06, 'epoch': 3.68}
{'loss': 2.1894, 'grad_norm': 10.722105979919434, 'learning_rate': 2.777777777777778e-06, 'epoch': 3.75}
{'loss': 2.1267, 'grad_norm': 8.589016914367676, 'learning_rate': 1.8518518518518519e-06, 'epoch': 3.83}
{'loss': 2.1549, 'grad_norm': 3.1214585304260254, 'learning_rate': 9.259259259259259e-07, 'epoch': 3.9}
{'loss': 2.1663, 'grad_norm': 11.06360912322998, 'learning_rate': 0.0, 'epoch': 3.97}
{'train_runtime': 70.6145, 'train_samples_per_second': 91.992, 'train_steps_per_second': 7.647, 'train_loss': 2.526100900438097, 'epoch': 3.97}
3 0.7712177121771218
{'loss': 3.8783, 'grad_norm': 8.10343074798584, 'learning_rate': 4.9074074074074075e-05, 'epoch': 0.07}
{'loss': 3.7444, 'grad_norm': 5.810943603515625, 'learning_rate': 4.814814814814815e-05, 'epoch': 0.15}
{'loss': 3.4082, 'grad_norm': 8.572271347045898, 'learning_rate': 4.722222222222222e-05, 'epoch': 0.22}
{'loss': 3.1837, 'grad_norm': 7.0597991943359375, 'learning_rate': 4.62962962962963e-05, 'epoch': 0.3}
{'loss': 3.0115, 'grad_norm': 8.7820405960083, 'learning_rate': 4.5370370370370374e-05, 'epoch': 0.37}
{'loss': 3.0881, 'grad_norm': 8.719934463500977, 'learning_rate': 4.4444444444444447e-05, 'epoch': 0.44}
{'loss': 2.8829, 'grad_norm': 10.078646659851074, 'learning_rate': 4.351851851851852e-05, 'epoch': 0.52}
{'loss': 3.0096, 'grad_norm': 10.891471862792969, 'learning_rate': 4.259259259259259e-05, 'epoch': 0.59}
{'loss': 3.027, 'grad_norm': 10.233298301696777, 'learning_rate': 4.166666666666667e-05, 'epoch': 0.66}
