{'loss': 3.9604, 'grad_norm': 8.945859909057617, 'learning_rate': 4.9074074074074075e-05, 'epoch': 0.07}
{'loss': 3.0807, 'grad_norm': 12.088010787963867, 'learning_rate': 4.5370370370370374e-05, 'epoch': 0.37}
{'loss': 3.1308, 'grad_norm': 10.775189399719238, 'learning_rate': 4.4444444444444447e-05, 'epoch': 0.44}
{'loss': 3.074, 'grad_norm': 7.645931243896484, 'learning_rate': 4.351851851851852e-05, 'epoch': 0.52}
{'loss': 3.0276, 'grad_norm': 9.098418235778809, 'learning_rate': 4.259259259259259e-05, 'epoch': 0.59}
{'loss': 2.9536, 'grad_norm': 9.760677337646484, 'learning_rate': 4.166666666666667e-05, 'epoch': 0.66}
{'loss': 2.8139, 'grad_norm': 15.914356231689453, 'learning_rate': 4.074074074074074e-05, 'epoch': 0.74}
{'loss': 3.0462, 'grad_norm': 9.072917938232422, 'learning_rate': 3.981481481481482e-05, 'epoch': 0.81}
{'loss': 2.7284, 'grad_norm': 20.722532272338867, 'learning_rate': 3.888888888888889e-05, 'epoch': 0.89}
{'loss': 2.7357, 'grad_norm': 8.932291030883789, 'learning_rate': 3.7962962962962964e-05, 'epoch': 0.96}
{'loss': 2.7163, 'grad_norm': 12.46834945678711, 'learning_rate': 3.7037037037037037e-05, 'epoch': 1.03}
{'loss': 2.5117, 'grad_norm': 8.990684509277344, 'learning_rate': 3.611111111111111e-05, 'epoch': 1.1}
{'loss': 2.5501, 'grad_norm': 4.831874370574951, 'learning_rate': 3.518518518518519e-05, 'epoch': 1.18}
{'loss': 2.4951, 'grad_norm': 5.9647955894470215, 'learning_rate': 3.425925925925926e-05, 'epoch': 1.25}
{'loss': 2.5964, 'grad_norm': 4.807516098022461, 'learning_rate': 3.3333333333333335e-05, 'epoch': 1.32}
{'loss': 2.5264, 'grad_norm': 7.68578577041626, 'learning_rate': 3.240740740740741e-05, 'epoch': 1.4}
{'loss': 2.6307, 'grad_norm': 11.37623119354248, 'learning_rate': 3.148148148148148e-05, 'epoch': 1.47}
{'loss': 2.6676, 'grad_norm': 14.708924293518066, 'learning_rate': 3.055555555555556e-05, 'epoch': 1.55}
{'loss': 2.6421, 'grad_norm': 18.677547454833984, 'learning_rate': 2.962962962962963e-05, 'epoch': 1.62}
{'loss': 2.4484, 'grad_norm': 5.695878028869629, 'learning_rate': 2.8703703703703706e-05, 'epoch': 1.69}
{'loss': 2.6909, 'grad_norm': 12.656953811645508, 'learning_rate': 2.777777777777778e-05, 'epoch': 1.77}
{'loss': 2.49, 'grad_norm': 13.335286140441895, 'learning_rate': 2.6851851851851855e-05, 'epoch': 1.84}
{'loss': 2.4579, 'grad_norm': 10.195670127868652, 'learning_rate': 2.5925925925925925e-05, 'epoch': 1.92}
{'loss': 2.5698, 'grad_norm': 15.300564765930176, 'learning_rate': 2.5e-05, 'epoch': 1.99}
{'loss': 2.2252, 'grad_norm': 9.549245834350586, 'learning_rate': 2.4074074074074074e-05, 'epoch': 2.06}
{'loss': 2.3157, 'grad_norm': 12.40153694152832, 'learning_rate': 2.314814814814815e-05, 'epoch': 2.13}
{'loss': 2.4216, 'grad_norm': 2.7957255840301514, 'learning_rate': 2.2222222222222223e-05, 'epoch': 2.21}
{'loss': 2.337, 'grad_norm': 10.060766220092773, 'learning_rate': 2.1296296296296296e-05, 'epoch': 2.28}
{'loss': 2.227, 'grad_norm': 1.5938578844070435, 'learning_rate': 2.037037037037037e-05, 'epoch': 2.35}
{'loss': 2.3436, 'grad_norm': 6.6132917404174805, 'learning_rate': 1.9444444444444445e-05, 'epoch': 2.43}
{'loss': 2.324, 'grad_norm': 3.1263468265533447, 'learning_rate': 1.8518518518518518e-05, 'epoch': 2.5}
{'loss': 2.2996, 'grad_norm': 10.13117504119873, 'learning_rate': 1.7592592592592595e-05, 'epoch': 2.58}
{'loss': 2.326, 'grad_norm': 9.555262565612793, 'learning_rate': 1.6666666666666667e-05, 'epoch': 2.65}
{'loss': 2.3265, 'grad_norm': 11.854119300842285, 'learning_rate': 1.574074074074074e-05, 'epoch': 2.72}
{'loss': 2.2868, 'grad_norm': 2.562769651412964, 'learning_rate': 1.4814814814814815e-05, 'epoch': 2.8}
{'loss': 2.3557, 'grad_norm': 8.297364234924316, 'learning_rate': 1.388888888888889e-05, 'epoch': 2.87}
{'loss': 2.3087, 'grad_norm': 4.606149196624756, 'learning_rate': 1.2962962962962962e-05, 'epoch': 2.94}
{'loss': 2.0417, 'grad_norm': 7.752010822296143, 'learning_rate': 1.2037037037037037e-05, 'epoch': 3.01}
{'loss': 2.2393, 'grad_norm': 4.2239460945129395, 'learning_rate': 1.1111111111111112e-05, 'epoch': 3.09}
{'loss': 2.2402, 'grad_norm': 8.613974571228027, 'learning_rate': 1.0185185185185185e-05, 'epoch': 3.16}
{'loss': 2.1477, 'grad_norm': 1.4715540409088135, 'learning_rate': 9.259259259259259e-06, 'epoch': 3.24}
{'loss': 2.2233, 'grad_norm': 6.593868255615234, 'learning_rate': 8.333333333333334e-06, 'epoch': 3.31}
{'loss': 2.1419, 'grad_norm': 6.580691337585449, 'learning_rate': 7.4074074074074075e-06, 'epoch': 3.38}
{'loss': 2.227, 'grad_norm': 7.261425018310547, 'learning_rate': 6.481481481481481e-06, 'epoch': 3.46}
{'loss': 2.1221, 'grad_norm': 3.1210169792175293, 'learning_rate': 5.555555555555556e-06, 'epoch': 3.53}
{'loss': 2.186, 'grad_norm': 10.80172348022461, 'learning_rate': 4.6296296296296296e-06, 'epoch': 3.61}
{'loss': 2.1467, 'grad_norm': 1.9502089023590088, 'learning_rate': 3.7037037037037037e-06, 'epoch': 3.68}
{'loss': 2.1653, 'grad_norm': 4.723501682281494, 'learning_rate': 2.777777777777778e-06, 'epoch': 3.75}
{'loss': 2.1771, 'grad_norm': 4.756772994995117, 'learning_rate': 1.8518518518518519e-06, 'epoch': 3.83}
{'loss': 2.2089, 'grad_norm': 8.032599449157715, 'learning_rate': 9.259259259259259e-07, 'epoch': 3.9}
{'loss': 2.109, 'grad_norm': 0.9664780497550964, 'learning_rate': 0.0, 'epoch': 3.97}
{'train_runtime': 70.513, 'train_samples_per_second': 92.125, 'train_steps_per_second': 7.658, 'train_loss': 2.5384256256951225, 'epoch': 3.97}
1 0.8081180811808119
{'loss': 3.8785, 'grad_norm': 6.273093223571777, 'learning_rate': 4.9074074074074075e-05, 'epoch': 0.07}
{'loss': 3.6948, 'grad_norm': 9.879437446594238, 'learning_rate': 4.814814814814815e-05, 'epoch': 0.15}
{'loss': 3.4122, 'grad_norm': 11.214202880859375, 'learning_rate': 4.722222222222222e-05, 'epoch': 0.22}
{'loss': 3.1663, 'grad_norm': 11.25817584991455, 'learning_rate': 4.62962962962963e-05, 'epoch': 0.3}
{'loss': 3.1039, 'grad_norm': 12.2958402633667, 'learning_rate': 4.5370370370370374e-05, 'epoch': 0.37}
{'loss': 2.8596, 'grad_norm': 6.394752502441406, 'learning_rate': 4.4444444444444447e-05, 'epoch': 0.44}
{'loss': 3.0387, 'grad_norm': 10.719915390014648, 'learning_rate': 4.351851851851852e-05, 'epoch': 0.52}
{'loss': 2.9149, 'grad_norm': 10.373525619506836, 'learning_rate': 4.259259259259259e-05, 'epoch': 0.59}
{'loss': 2.8444, 'grad_norm': 12.879164695739746, 'learning_rate': 4.166666666666667e-05, 'epoch': 0.66}
{'loss': 2.9701, 'grad_norm': 11.03320598602295, 'learning_rate': 4.074074074074074e-05, 'epoch': 0.74}
{'loss': 2.9566, 'grad_norm': 10.178169250488281, 'learning_rate': 3.981481481481482e-05, 'epoch': 0.81}
{'loss': 2.7282, 'grad_norm': 8.365216255187988, 'learning_rate': 3.888888888888889e-05, 'epoch': 0.89}
{'loss': 2.9404, 'grad_norm': 11.702130317687988, 'learning_rate': 3.7962962962962964e-05, 'epoch': 0.96}
{'loss': 2.7547, 'grad_norm': 10.839007377624512, 'learning_rate': 3.7037037037037037e-05, 'epoch': 1.03}
{'loss': 2.5119, 'grad_norm': 11.798796653747559, 'learning_rate': 3.611111111111111e-05, 'epoch': 1.1}
{'loss': 2.5375, 'grad_norm': 9.712779998779297, 'learning_rate': 3.518518518518519e-05, 'epoch': 1.18}
{'loss': 2.6643, 'grad_norm': 10.940325736999512, 'learning_rate': 3.425925925925926e-05, 'epoch': 1.25}
{'loss': 2.6281, 'grad_norm': 6.976826190948486, 'learning_rate': 3.3333333333333335e-05, 'epoch': 1.32}
{'loss': 2.5544, 'grad_norm': 11.613587379455566, 'learning_rate': 3.240740740740741e-05, 'epoch': 1.4}
{'loss': 2.4417, 'grad_norm': 17.299495697021484, 'learning_rate': 3.148148148148148e-05, 'epoch': 1.47}
{'loss': 2.6685, 'grad_norm': 12.630695343017578, 'learning_rate': 3.055555555555556e-05, 'epoch': 1.55}
{'loss': 2.5559, 'grad_norm': 5.084558486938477, 'learning_rate': 2.962962962962963e-05, 'epoch': 1.62}
{'loss': 2.5608, 'grad_norm': 8.665163040161133, 'learning_rate': 2.8703703703703706e-05, 'epoch': 1.69}
{'loss': 2.6336, 'grad_norm': 9.73007869720459, 'learning_rate': 2.777777777777778e-05, 'epoch': 1.77}
{'loss': 2.6264, 'grad_norm': 13.856698036193848, 'learning_rate': 2.6851851851851855e-05, 'epoch': 1.84}
{'loss': 2.5565, 'grad_norm': 12.234599113464355, 'learning_rate': 2.5925925925925925e-05, 'epoch': 1.92}
{'loss': 2.6776, 'grad_norm': 12.697946548461914, 'learning_rate': 2.5e-05, 'epoch': 1.99}
{'loss': 2.2071, 'grad_norm': 8.323677062988281, 'learning_rate': 2.4074074074074074e-05, 'epoch': 2.06}
{'loss': 2.3616, 'grad_norm': 10.975151062011719, 'learning_rate': 2.314814814814815e-05, 'epoch': 2.13}
{'loss': 2.3626, 'grad_norm': 8.29245376586914, 'learning_rate': 2.2222222222222223e-05, 'epoch': 2.21}
{'loss': 2.3142, 'grad_norm': 6.70074462890625, 'learning_rate': 2.1296296296296296e-05, 'epoch': 2.28}
{'loss': 2.3012, 'grad_norm': 9.760047912597656, 'learning_rate': 2.037037037037037e-05, 'epoch': 2.35}
{'loss': 2.3698, 'grad_norm': 7.2460551261901855, 'learning_rate': 1.9444444444444445e-05, 'epoch': 2.43}
{'loss': 2.3305, 'grad_norm': 9.579391479492188, 'learning_rate': 1.8518518518518518e-05, 'epoch': 2.5}
{'loss': 2.3397, 'grad_norm': 12.537282943725586, 'learning_rate': 1.7592592592592595e-05, 'epoch': 2.58}
{'loss': 2.4039, 'grad_norm': 8.69520378112793, 'learning_rate': 1.6666666666666667e-05, 'epoch': 2.65}
{'loss': 2.3483, 'grad_norm': 10.721822738647461, 'learning_rate': 1.574074074074074e-05, 'epoch': 2.72}
{'loss': 2.37, 'grad_norm': 11.914009094238281, 'learning_rate': 1.4814814814814815e-05, 'epoch': 2.8}
{'loss': 2.2971, 'grad_norm': 5.8800048828125, 'learning_rate': 1.388888888888889e-05, 'epoch': 2.87}
{'loss': 2.3126, 'grad_norm': 7.672489643096924, 'learning_rate': 1.2962962962962962e-05, 'epoch': 2.94}
{'loss': 2.0599, 'grad_norm': 3.3819994926452637, 'learning_rate': 1.2037037037037037e-05, 'epoch': 3.01}
{'loss': 2.2031, 'grad_norm': 2.3921849727630615, 'learning_rate': 1.1111111111111112e-05, 'epoch': 3.09}
{'loss': 2.1653, 'grad_norm': 2.2770042419433594, 'learning_rate': 1.0185185185185185e-05, 'epoch': 3.16}
{'loss': 2.1595, 'grad_norm': 1.4318337440490723, 'learning_rate': 9.259259259259259e-06, 'epoch': 3.24}
{'loss': 2.204, 'grad_norm': 3.2263901233673096, 'learning_rate': 8.333333333333334e-06, 'epoch': 3.31}
{'loss': 2.2165, 'grad_norm': 6.122567176818848, 'learning_rate': 7.4074074074074075e-06, 'epoch': 3.38}
{'loss': 2.2277, 'grad_norm': 2.282005786895752, 'learning_rate': 6.481481481481481e-06, 'epoch': 3.46}
{'loss': 2.2252, 'grad_norm': 4.152615547180176, 'learning_rate': 5.555555555555556e-06, 'epoch': 3.53}
{'loss': 2.2559, 'grad_norm': 3.8989925384521484, 'learning_rate': 4.6296296296296296e-06, 'epoch': 3.61}
{'loss': 2.1814, 'grad_norm': 3.0622222423553467, 'learning_rate': 3.7037037037037037e-06, 'epoch': 3.68}
{'loss': 2.2266, 'grad_norm': 6.981211185455322, 'learning_rate': 2.777777777777778e-06, 'epoch': 3.75}
{'loss': 2.1422, 'grad_norm': 3.3260836601257324, 'learning_rate': 1.8518518518518519e-06, 'epoch': 3.83}
{'loss': 2.1409, 'grad_norm': 7.653264999389648, 'learning_rate': 9.259259259259259e-07, 'epoch': 3.9}
{'loss': 2.1557, 'grad_norm': 7.5142693519592285, 'learning_rate': 0.0, 'epoch': 3.97}
{'train_runtime': 69.3827, 'train_samples_per_second': 93.626, 'train_steps_per_second': 7.783, 'train_loss': 2.5511632177564834, 'epoch': 3.97}
2 0.7859778597785978
{'loss': 3.8975, 'grad_norm': 9.143134117126465, 'learning_rate': 4.9074074074074075e-05, 'epoch': 0.07}
{'loss': 3.8753, 'grad_norm': 4.688746452331543, 'learning_rate': 4.814814814814815e-05, 'epoch': 0.15}
{'loss': 3.5935, 'grad_norm': 10.30520248413086, 'learning_rate': 4.722222222222222e-05, 'epoch': 0.22}
{'loss': 3.3915, 'grad_norm': 10.553314208984375, 'learning_rate': 4.62962962962963e-05, 'epoch': 0.3}
{'loss': 3.2629, 'grad_norm': 10.101478576660156, 'learning_rate': 4.5370370370370374e-05, 'epoch': 0.37}
{'loss': 3.2136, 'grad_norm': 11.298728942871094, 'learning_rate': 4.4444444444444447e-05, 'epoch': 0.44}
{'loss': 2.9396, 'grad_norm': 10.876078605651855, 'learning_rate': 4.351851851851852e-05, 'epoch': 0.52}
{'loss': 3.0826, 'grad_norm': 17.590797424316406, 'learning_rate': 4.259259259259259e-05, 'epoch': 0.59}
{'loss': 2.9608, 'grad_norm': 20.369657516479492, 'learning_rate': 4.166666666666667e-05, 'epoch': 0.66}
{'loss': 3.003, 'grad_norm': 12.721089363098145, 'learning_rate': 4.074074074074074e-05, 'epoch': 0.74}
{'loss': 3.0038, 'grad_norm': 15.47928524017334, 'learning_rate': 3.981481481481482e-05, 'epoch': 0.81}
{'loss': 2.8123, 'grad_norm': 13.653725624084473, 'learning_rate': 3.888888888888889e-05, 'epoch': 0.89}
{'loss': 2.7493, 'grad_norm': 10.1572265625, 'learning_rate': 3.7962962962962964e-05, 'epoch': 0.96}
{'loss': 2.4801, 'grad_norm': 6.148139476776123, 'learning_rate': 3.7037037037037037e-05, 'epoch': 1.03}
{'loss': 2.5345, 'grad_norm': 8.375253677368164, 'learning_rate': 3.611111111111111e-05, 'epoch': 1.1}
{'loss': 2.768, 'grad_norm': 11.08369255065918, 'learning_rate': 3.518518518518519e-05, 'epoch': 1.18}
{'loss': 2.7229, 'grad_norm': 5.2477030754089355, 'learning_rate': 3.425925925925926e-05, 'epoch': 1.25}
{'loss': 2.5265, 'grad_norm': 4.237458229064941, 'learning_rate': 3.3333333333333335e-05, 'epoch': 1.32}
{'loss': 2.6558, 'grad_norm': 12.04908275604248, 'learning_rate': 3.240740740740741e-05, 'epoch': 1.4}
{'loss': 2.4964, 'grad_norm': 7.375819683074951, 'learning_rate': 3.148148148148148e-05, 'epoch': 1.47}
{'loss': 2.7417, 'grad_norm': 12.65462875366211, 'learning_rate': 3.055555555555556e-05, 'epoch': 1.55}
{'loss': 2.5455, 'grad_norm': 11.554967880249023, 'learning_rate': 2.962962962962963e-05, 'epoch': 1.62}
{'loss': 2.6541, 'grad_norm': 7.084598064422607, 'learning_rate': 2.8703703703703706e-05, 'epoch': 1.69}
{'loss': 2.6349, 'grad_norm': 5.517519474029541, 'learning_rate': 2.777777777777778e-05, 'epoch': 1.77}
{'loss': 2.636, 'grad_norm': 11.657004356384277, 'learning_rate': 2.6851851851851855e-05, 'epoch': 1.84}
{'loss': 2.6248, 'grad_norm': 12.617155075073242, 'learning_rate': 2.5925925925925925e-05, 'epoch': 1.92}
{'loss': 2.6915, 'grad_norm': 7.71931791305542, 'learning_rate': 2.5e-05, 'epoch': 1.99}
{'loss': 2.3364, 'grad_norm': 7.732837677001953, 'learning_rate': 2.4074074074074074e-05, 'epoch': 2.06}
{'loss': 2.4178, 'grad_norm': 8.600875854492188, 'learning_rate': 2.314814814814815e-05, 'epoch': 2.13}
{'loss': 2.2961, 'grad_norm': 5.758726596832275, 'learning_rate': 2.2222222222222223e-05, 'epoch': 2.21}
{'loss': 2.3869, 'grad_norm': 9.407039642333984, 'learning_rate': 2.1296296296296296e-05, 'epoch': 2.28}
{'loss': 2.3599, 'grad_norm': 21.065858840942383, 'learning_rate': 2.037037037037037e-05, 'epoch': 2.35}
{'loss': 2.3484, 'grad_norm': 15.38729476928711, 'learning_rate': 1.9444444444444445e-05, 'epoch': 2.43}
{'loss': 2.4083, 'grad_norm': 19.684179306030273, 'learning_rate': 1.8518518518518518e-05, 'epoch': 2.5}
{'loss': 2.423, 'grad_norm': 10.317015647888184, 'learning_rate': 1.7592592592592595e-05, 'epoch': 2.58}
{'loss': 2.3541, 'grad_norm': 2.731670379638672, 'learning_rate': 1.6666666666666667e-05, 'epoch': 2.65}
{'loss': 2.4674, 'grad_norm': 8.763864517211914, 'learning_rate': 1.574074074074074e-05, 'epoch': 2.72}
{'loss': 2.37, 'grad_norm': 16.081823348999023, 'learning_rate': 1.4814814814814815e-05, 'epoch': 2.8}
{'loss': 2.3019, 'grad_norm': 8.246745109558105, 'learning_rate': 1.388888888888889e-05, 'epoch': 2.87}
{'loss': 2.4243, 'grad_norm': 12.944501876831055, 'learning_rate': 1.2962962962962962e-05, 'epoch': 2.94}
{'loss': 2.1302, 'grad_norm': 8.11656665802002, 'learning_rate': 1.2037037037037037e-05, 'epoch': 3.01}
{'loss': 2.189, 'grad_norm': 4.6184186935424805, 'learning_rate': 1.1111111111111112e-05, 'epoch': 3.09}
{'loss': 2.2434, 'grad_norm': 5.738869667053223, 'learning_rate': 1.0185185185185185e-05, 'epoch': 3.16}
{'loss': 2.2542, 'grad_norm': 7.587014675140381, 'learning_rate': 9.259259259259259e-06, 'epoch': 3.24}
{'loss': 2.2985, 'grad_norm': 2.1176512241363525, 'learning_rate': 8.333333333333334e-06, 'epoch': 3.31}
{'loss': 2.1899, 'grad_norm': 8.20938491821289, 'learning_rate': 7.4074074074074075e-06, 'epoch': 3.38}
{'loss': 2.2898, 'grad_norm': 8.416338920593262, 'learning_rate': 6.481481481481481e-06, 'epoch': 3.46}
{'loss': 2.1659, 'grad_norm': 6.7322096824646, 'learning_rate': 5.555555555555556e-06, 'epoch': 3.53}
{'loss': 2.1931, 'grad_norm': 2.8736114501953125, 'learning_rate': 4.6296296296296296e-06, 'epoch': 3.61}
{'loss': 2.2783, 'grad_norm': 6.7042012214660645, 'learning_rate': 3.7037037037037037e-06, 'epoch': 3.68}
{'loss': 2.2208, 'grad_norm': 6.677129745483398, 'learning_rate': 2.777777777777778e-06, 'epoch': 3.75}
{'loss': 2.1807, 'grad_norm': 3.033360719680786, 'learning_rate': 1.8518518518518519e-06, 'epoch': 3.83}
{'loss': 2.2302, 'grad_norm': 2.339716672897339, 'learning_rate': 9.259259259259259e-07, 'epoch': 3.9}
{'loss': 2.1994, 'grad_norm': 5.201125144958496, 'learning_rate': 0.0, 'epoch': 3.97}
{'train_runtime': 69.6838, 'train_samples_per_second': 93.221, 'train_steps_per_second': 7.749, 'train_loss': 2.6010434751157407, 'epoch': 3.97}
3 0.7693726937269373
{'loss': 3.8832, 'grad_norm': 6.64116907119751, 'learning_rate': 4.9074074074074075e-05, 'epoch': 0.07}
{'loss': 3.8056, 'grad_norm': 4.510072708129883, 'learning_rate': 4.814814814814815e-05, 'epoch': 0.15}
{'loss': 3.6551, 'grad_norm': 7.323935508728027, 'learning_rate': 4.722222222222222e-05, 'epoch': 0.22}
{'loss': 3.3027, 'grad_norm': 8.098349571228027, 'learning_rate': 4.62962962962963e-05, 'epoch': 0.3}
{'loss': 2.9802, 'grad_norm': 6.627636432647705, 'learning_rate': 4.5370370370370374e-05, 'epoch': 0.37}
{'loss': 3.06, 'grad_norm': 9.546133995056152, 'learning_rate': 4.4444444444444447e-05, 'epoch': 0.44}
{'loss': 2.918, 'grad_norm': 10.482283592224121, 'learning_rate': 4.351851851851852e-05, 'epoch': 0.52}
{'loss': 3.0729, 'grad_norm': 12.052355766296387, 'learning_rate': 4.259259259259259e-05, 'epoch': 0.59}
{'loss': 3.0383, 'grad_norm': 7.839404582977295, 'learning_rate': 4.166666666666667e-05, 'epoch': 0.66}
