{'loss': 4.2647, 'grad_norm': 27.289901733398438, 'learning_rate': 1.962962962962963e-05, 'epoch': 0.07}
{'loss': 2.4493, 'grad_norm': 11.249099731445312, 'learning_rate': 8.518518518518519e-06, 'epoch': 2.28}
{'loss': 2.6341, 'grad_norm': 12.358458518981934, 'learning_rate': 8.148148148148148e-06, 'epoch': 2.35}
{'loss': 2.579, 'grad_norm': 17.89698028564453, 'learning_rate': 7.77777777777778e-06, 'epoch': 2.43}
{'loss': 2.4898, 'grad_norm': 23.8327579498291, 'learning_rate': 7.4074074074074075e-06, 'epoch': 2.5}
{'loss': 2.6924, 'grad_norm': 8.576221466064453, 'learning_rate': 7.0370370370370375e-06, 'epoch': 2.58}
{'loss': 2.4604, 'grad_norm': 18.640012741088867, 'learning_rate': 6.666666666666667e-06, 'epoch': 2.65}
{'loss': 2.5782, 'grad_norm': 16.545555114746094, 'learning_rate': 6.296296296296297e-06, 'epoch': 2.72}
{'loss': 2.4979, 'grad_norm': 12.136005401611328, 'learning_rate': 5.925925925925926e-06, 'epoch': 2.8}
{'loss': 2.635, 'grad_norm': 12.805445671081543, 'learning_rate': 5.555555555555557e-06, 'epoch': 2.87}
{'loss': 2.5852, 'grad_norm': 9.838201522827148, 'learning_rate': 5.185185185185185e-06, 'epoch': 2.94}
{'loss': 2.2849, 'grad_norm': 11.296499252319336, 'learning_rate': 4.814814814814815e-06, 'epoch': 3.01}
{'loss': 2.3926, 'grad_norm': 9.909048080444336, 'learning_rate': 4.444444444444444e-06, 'epoch': 3.09}
{'loss': 2.3184, 'grad_norm': 16.60170555114746, 'learning_rate': 4.074074074074074e-06, 'epoch': 3.16}
{'loss': 2.394, 'grad_norm': 14.273110389709473, 'learning_rate': 3.7037037037037037e-06, 'epoch': 3.24}
{'loss': 2.4012, 'grad_norm': 12.183319091796875, 'learning_rate': 3.3333333333333333e-06, 'epoch': 3.31}
{'loss': 2.438, 'grad_norm': 13.23046875, 'learning_rate': 2.962962962962963e-06, 'epoch': 3.38}
{'loss': 2.4549, 'grad_norm': 10.310663223266602, 'learning_rate': 2.5925925925925925e-06, 'epoch': 3.46}
{'loss': 2.3191, 'grad_norm': 7.9366888999938965, 'learning_rate': 2.222222222222222e-06, 'epoch': 3.53}
{'loss': 2.4043, 'grad_norm': 8.459137916564941, 'learning_rate': 1.8518518518518519e-06, 'epoch': 3.61}
{'loss': 2.3883, 'grad_norm': 6.923787593841553, 'learning_rate': 1.4814814814814815e-06, 'epoch': 3.68}
{'loss': 2.307, 'grad_norm': 19.083736419677734, 'learning_rate': 1.111111111111111e-06, 'epoch': 3.75}
{'loss': 2.5332, 'grad_norm': 15.717277526855469, 'learning_rate': 7.407407407407407e-07, 'epoch': 3.83}
{'loss': 2.3313, 'grad_norm': 5.8285231590271, 'learning_rate': 3.7037037037037036e-07, 'epoch': 3.9}
{'loss': 2.2997, 'grad_norm': 3.8626933097839355, 'learning_rate': 0.0, 'epoch': 3.97}
{'train_runtime': 114.261, 'train_samples_per_second': 56.852, 'train_steps_per_second': 4.726, 'train_loss': 2.858004245051631, 'epoch': 3.97}
0 0.8007380073800738

{'loss': 3.9529, 'grad_norm': 5.8996100425720215, 'learning_rate': 1.962962962962963e-05, 'epoch': 0.07}
{'loss': 3.8704, 'grad_norm': 8.569397926330566, 'learning_rate': 1.925925925925926e-05, 'epoch': 0.15}
{'loss': 4.1885, 'grad_norm': 157.15560913085938, 'learning_rate': 1.888888888888889e-05, 'epoch': 0.22}
{'loss': 3.7911, 'grad_norm': 9.975740432739258, 'learning_rate': 1.851851851851852e-05, 'epoch': 0.3}
{'loss': 3.8587, 'grad_norm': 26.63356590270996, 'learning_rate': 1.814814814814815e-05, 'epoch': 0.37}
{'loss': 3.8084, 'grad_norm': 8.856480598449707, 'learning_rate': 1.7777777777777777e-05, 'epoch': 0.44}
{'loss': 3.7891, 'grad_norm': 21.870437622070312, 'learning_rate': 1.740740740740741e-05, 'epoch': 0.52}
{'loss': 3.7701, 'grad_norm': 4.37359619140625, 'learning_rate': 1.7037037037037038e-05, 'epoch': 0.59}
{'loss': 3.6222, 'grad_norm': 7.24264669418335, 'learning_rate': 1.6666666666666667e-05, 'epoch': 0.66}
{'loss': 3.7363, 'grad_norm': 6.4467034339904785, 'learning_rate': 1.6296296296296297e-05, 'epoch': 0.74}
{'loss': 3.6661, 'grad_norm': 17.191326141357422, 'learning_rate': 1.5925925925925926e-05, 'epoch': 0.81}
{'loss': 3.5481, 'grad_norm': 21.271554946899414, 'learning_rate': 1.555555555555556e-05, 'epoch': 0.89}
{'loss': 3.3083, 'grad_norm': 11.76294231414795, 'learning_rate': 1.5185185185185187e-05, 'epoch': 0.96}
{'loss': 3.3191, 'grad_norm': 25.893024444580078, 'learning_rate': 1.4814814814814815e-05, 'epoch': 1.03}
{'loss': 3.1714, 'grad_norm': 12.55208969116211, 'learning_rate': 1.4444444444444446e-05, 'epoch': 1.1}
{'loss': 3.0844, 'grad_norm': 14.667169570922852, 'learning_rate': 1.4074074074074075e-05, 'epoch': 1.18}
{'loss': 2.9364, 'grad_norm': 14.646540641784668, 'learning_rate': 1.3703703703703706e-05, 'epoch': 1.25}
{'loss': 3.0324, 'grad_norm': 19.019351959228516, 'learning_rate': 1.3333333333333333e-05, 'epoch': 1.32}
{'loss': 2.9217, 'grad_norm': 16.727985382080078, 'learning_rate': 1.2962962962962964e-05, 'epoch': 1.4}
{'loss': 3.0393, 'grad_norm': 22.20219612121582, 'learning_rate': 1.2592592592592593e-05, 'epoch': 1.47}
{'loss': 2.9704, 'grad_norm': 13.409058570861816, 'learning_rate': 1.2222222222222224e-05, 'epoch': 1.55}
{'loss': 3.0104, 'grad_norm': 17.82617950439453, 'learning_rate': 1.1851851851851852e-05, 'epoch': 1.62}
{'loss': 2.7217, 'grad_norm': 11.810419082641602, 'learning_rate': 1.1481481481481482e-05, 'epoch': 1.69}
{'loss': 3.1268, 'grad_norm': 17.481853485107422, 'learning_rate': 1.1111111111111113e-05, 'epoch': 1.77}
{'loss': 2.7744, 'grad_norm': 15.619393348693848, 'learning_rate': 1.0740740740740742e-05, 'epoch': 1.84}
{'loss': 2.6936, 'grad_norm': 21.84047508239746, 'learning_rate': 1.037037037037037e-05, 'epoch': 1.92}
{'loss': 2.8641, 'grad_norm': 22.476974487304688, 'learning_rate': 1e-05, 'epoch': 1.99}
{'loss': 2.4454, 'grad_norm': 20.33098602294922, 'learning_rate': 9.62962962962963e-06, 'epoch': 2.06}
{'loss': 2.5658, 'grad_norm': 9.951329231262207, 'learning_rate': 9.25925925925926e-06, 'epoch': 2.13}
{'loss': 2.7044, 'grad_norm': 22.26776123046875, 'learning_rate': 8.888888888888888e-06, 'epoch': 2.21}
{'loss': 2.6309, 'grad_norm': 19.902854919433594, 'learning_rate': 8.518518518518519e-06, 'epoch': 2.28}
{'loss': 2.5356, 'grad_norm': 7.3933024406433105, 'learning_rate': 8.148148148148148e-06, 'epoch': 2.35}
{'loss': 2.6294, 'grad_norm': 12.679657936096191, 'learning_rate': 7.77777777777778e-06, 'epoch': 2.43}
{'loss': 2.6359, 'grad_norm': 8.150046348571777, 'learning_rate': 7.4074074074074075e-06, 'epoch': 2.5}
{'loss': 2.5917, 'grad_norm': 15.774649620056152, 'learning_rate': 7.0370370370370375e-06, 'epoch': 2.58}
{'loss': 2.5285, 'grad_norm': 14.938701629638672, 'learning_rate': 6.666666666666667e-06, 'epoch': 2.65}
{'loss': 2.6213, 'grad_norm': 17.63204002380371, 'learning_rate': 6.296296296296297e-06, 'epoch': 2.72}
{'loss': 2.5956, 'grad_norm': 13.085963249206543, 'learning_rate': 5.925925925925926e-06, 'epoch': 2.8}
{'loss': 2.6578, 'grad_norm': 23.136781692504883, 'learning_rate': 5.555555555555557e-06, 'epoch': 2.87}
{'loss': 2.6131, 'grad_norm': 17.229045867919922, 'learning_rate': 5.185185185185185e-06, 'epoch': 2.94}
{'loss': 2.2181, 'grad_norm': 5.494076251983643, 'learning_rate': 4.814814814814815e-06, 'epoch': 3.01}
{'loss': 2.5242, 'grad_norm': 10.321849822998047, 'learning_rate': 4.444444444444444e-06, 'epoch': 3.09}
{'loss': 2.5236, 'grad_norm': 10.847724914550781, 'learning_rate': 4.074074074074074e-06, 'epoch': 3.16}
{'loss': 2.3394, 'grad_norm': 11.896965026855469, 'learning_rate': 3.7037037037037037e-06, 'epoch': 3.24}
{'loss': 2.5959, 'grad_norm': 8.336572647094727, 'learning_rate': 3.3333333333333333e-06, 'epoch': 3.31}
{'loss': 2.4305, 'grad_norm': 21.97416877746582, 'learning_rate': 2.962962962962963e-06, 'epoch': 3.38}
{'loss': 2.5447, 'grad_norm': 9.767096519470215, 'learning_rate': 2.5925925925925925e-06, 'epoch': 3.46}
{'loss': 2.3505, 'grad_norm': 11.1710844039917, 'learning_rate': 2.222222222222222e-06, 'epoch': 3.53}
{'loss': 2.4484, 'grad_norm': 14.612682342529297, 'learning_rate': 1.8518518518518519e-06, 'epoch': 3.61}
{'loss': 2.446, 'grad_norm': 12.038793563842773, 'learning_rate': 1.4814814814814815e-06, 'epoch': 3.68}
{'loss': 2.4861, 'grad_norm': 8.244684219360352, 'learning_rate': 1.111111111111111e-06, 'epoch': 3.75}
{'loss': 2.3959, 'grad_norm': 16.572402954101562, 'learning_rate': 7.407407407407407e-07, 'epoch': 3.83}
{'loss': 2.4283, 'grad_norm': 9.54504680633545, 'learning_rate': 3.7037037037037036e-07, 'epoch': 3.9}
{'loss': 2.2951, 'grad_norm': 2.4134814739227295, 'learning_rate': 0.0, 'epoch': 3.97}
{'train_runtime': 113.6046, 'train_samples_per_second': 57.181, 'train_steps_per_second': 4.753, 'train_loss': 2.93256166599415, 'epoch': 3.97}
1 0.7730627306273062

{'loss': 3.9954, 'grad_norm': 45.42482376098633, 'learning_rate': 1.962962962962963e-05, 'epoch': 0.07}
{'loss': 3.962, 'grad_norm': 25.89012336730957, 'learning_rate': 1.925925925925926e-05, 'epoch': 0.15}
{'loss': 4.0645, 'grad_norm': 30.69631004333496, 'learning_rate': 1.888888888888889e-05, 'epoch': 0.22}
{'loss': 3.8369, 'grad_norm': 13.11237907409668, 'learning_rate': 1.851851851851852e-05, 'epoch': 0.3}
{'loss': 3.7311, 'grad_norm': 23.398550033569336, 'learning_rate': 1.814814814814815e-05, 'epoch': 0.37}
{'loss': 3.4482, 'grad_norm': 10.33139419555664, 'learning_rate': 1.7777777777777777e-05, 'epoch': 0.44}
{'loss': 3.4265, 'grad_norm': 28.542736053466797, 'learning_rate': 1.740740740740741e-05, 'epoch': 0.52}
{'loss': 3.2557, 'grad_norm': 17.09880256652832, 'learning_rate': 1.7037037037037038e-05, 'epoch': 0.59}
{'loss': 3.1569, 'grad_norm': 22.499269485473633, 'learning_rate': 1.6666666666666667e-05, 'epoch': 0.66}
{'loss': 3.1468, 'grad_norm': 18.498640060424805, 'learning_rate': 1.6296296296296297e-05, 'epoch': 0.74}
{'loss': 3.0574, 'grad_norm': 13.605501174926758, 'learning_rate': 1.5925925925925926e-05, 'epoch': 0.81}
{'loss': 2.7544, 'grad_norm': 12.57178020477295, 'learning_rate': 1.555555555555556e-05, 'epoch': 0.89}
{'loss': 3.0937, 'grad_norm': 14.998407363891602, 'learning_rate': 1.5185185185185187e-05, 'epoch': 0.96}
{'loss': 2.958, 'grad_norm': 19.29641342163086, 'learning_rate': 1.4814814814814815e-05, 'epoch': 1.03}
{'loss': 2.6736, 'grad_norm': 10.88337516784668, 'learning_rate': 1.4444444444444446e-05, 'epoch': 1.1}
{'loss': 2.7141, 'grad_norm': 13.03674602508545, 'learning_rate': 1.4074074074074075e-05, 'epoch': 1.18}
{'loss': 2.8064, 'grad_norm': 18.66620445251465, 'learning_rate': 1.3703703703703706e-05, 'epoch': 1.25}
{'loss': 2.7691, 'grad_norm': 12.630533218383789, 'learning_rate': 1.3333333333333333e-05, 'epoch': 1.32}
{'loss': 2.6224, 'grad_norm': 18.380029678344727, 'learning_rate': 1.2962962962962964e-05, 'epoch': 1.4}
{'loss': 2.5646, 'grad_norm': 18.22871208190918, 'learning_rate': 1.2592592592592593e-05, 'epoch': 1.47}
{'loss': 2.9132, 'grad_norm': 21.722877502441406, 'learning_rate': 1.2222222222222224e-05, 'epoch': 1.55}
{'loss': 2.6498, 'grad_norm': 13.871702194213867, 'learning_rate': 1.1851851851851852e-05, 'epoch': 1.62}
{'loss': 2.7408, 'grad_norm': 13.604894638061523, 'learning_rate': 1.1481481481481482e-05, 'epoch': 1.69}
{'loss': 2.7076, 'grad_norm': 15.411700248718262, 'learning_rate': 1.1111111111111113e-05, 'epoch': 1.77}
{'loss': 2.6785, 'grad_norm': 11.631747245788574, 'learning_rate': 1.0740740740740742e-05, 'epoch': 1.84}
{'loss': 2.6158, 'grad_norm': 16.63874053955078, 'learning_rate': 1.037037037037037e-05, 'epoch': 1.92}
{'loss': 2.7787, 'grad_norm': 14.816551208496094, 'learning_rate': 1e-05, 'epoch': 1.99}
{'loss': 2.3784, 'grad_norm': 13.559381484985352, 'learning_rate': 9.62962962962963e-06, 'epoch': 2.06}
{'loss': 2.5296, 'grad_norm': 10.801470756530762, 'learning_rate': 9.25925925925926e-06, 'epoch': 2.13}
{'loss': 2.5416, 'grad_norm': 8.491641998291016, 'learning_rate': 8.888888888888888e-06, 'epoch': 2.21}
{'loss': 2.4776, 'grad_norm': 17.258163452148438, 'learning_rate': 8.518518518518519e-06, 'epoch': 2.28}
{'loss': 2.442, 'grad_norm': 17.195100784301758, 'learning_rate': 8.148148148148148e-06, 'epoch': 2.35}
{'loss': 2.6041, 'grad_norm': 14.089263916015625, 'learning_rate': 7.77777777777778e-06, 'epoch': 2.43}
{'loss': 2.4536, 'grad_norm': 16.989774703979492, 'learning_rate': 7.4074074074074075e-06, 'epoch': 2.5}
{'loss': 2.3892, 'grad_norm': 10.532986640930176, 'learning_rate': 7.0370370370370375e-06, 'epoch': 2.58}
{'loss': 2.5648, 'grad_norm': 16.49367332458496, 'learning_rate': 6.666666666666667e-06, 'epoch': 2.65}
{'loss': 2.4132, 'grad_norm': 15.566069602966309, 'learning_rate': 6.296296296296297e-06, 'epoch': 2.72}
{'loss': 2.5339, 'grad_norm': 16.895282745361328, 'learning_rate': 5.925925925925926e-06, 'epoch': 2.8}
{'loss': 2.5025, 'grad_norm': 17.030649185180664, 'learning_rate': 5.555555555555557e-06, 'epoch': 2.87}
{'loss': 2.4938, 'grad_norm': 17.130157470703125, 'learning_rate': 5.185185185185185e-06, 'epoch': 2.94}
{'loss': 2.1557, 'grad_norm': 30.643869400024414, 'learning_rate': 4.814814814814815e-06, 'epoch': 3.01}
{'loss': 2.3962, 'grad_norm': 9.397262573242188, 'learning_rate': 4.444444444444444e-06, 'epoch': 3.09}
{'loss': 2.2458, 'grad_norm': 4.487607955932617, 'learning_rate': 4.074074074074074e-06, 'epoch': 3.16}
{'loss': 2.3526, 'grad_norm': 5.250671863555908, 'learning_rate': 3.7037037037037037e-06, 'epoch': 3.24}
{'loss': 2.3954, 'grad_norm': 9.215023040771484, 'learning_rate': 3.3333333333333333e-06, 'epoch': 3.31}
{'loss': 2.4, 'grad_norm': 15.16849422454834, 'learning_rate': 2.962962962962963e-06, 'epoch': 3.38}
{'loss': 2.3659, 'grad_norm': 8.838874816894531, 'learning_rate': 2.5925925925925925e-06, 'epoch': 3.46}
{'loss': 2.3736, 'grad_norm': 11.088845252990723, 'learning_rate': 2.222222222222222e-06, 'epoch': 3.53}
{'loss': 2.4727, 'grad_norm': 9.495987892150879, 'learning_rate': 1.8518518518518519e-06, 'epoch': 3.61}
{'loss': 2.3178, 'grad_norm': 6.575348854064941, 'learning_rate': 1.4814814814814815e-06, 'epoch': 3.68}
{'loss': 2.34, 'grad_norm': 10.710657119750977, 'learning_rate': 1.111111111111111e-06, 'epoch': 3.75}
{'loss': 2.2172, 'grad_norm': 4.905893325805664, 'learning_rate': 7.407407407407407e-07, 'epoch': 3.83}
{'loss': 2.3297, 'grad_norm': 9.13532543182373, 'learning_rate': 3.7037037037037036e-07, 'epoch': 3.9}
{'loss': 2.2153, 'grad_norm': 7.610668182373047, 'learning_rate': 0.0, 'epoch': 3.97}
{'train_runtime': 113.4976, 'train_samples_per_second': 57.235, 'train_steps_per_second': 4.758, 'train_loss': 2.741191263552065, 'epoch': 3.97}
2 0.7767527675276753

{'loss': 3.85, 'grad_norm': 7.49949836730957, 'learning_rate': 1.962962962962963e-05, 'epoch': 0.07}
{'loss': 3.8554, 'grad_norm': 5.1094207763671875, 'learning_rate': 1.925925925925926e-05, 'epoch': 0.15}
{'loss': 4.2719, 'grad_norm': 17.616228103637695, 'learning_rate': 1.888888888888889e-05, 'epoch': 0.22}
{'loss': 3.9769, 'grad_norm': 11.73482894897461, 'learning_rate': 1.851851851851852e-05, 'epoch': 0.3}
{'loss': 3.6637, 'grad_norm': 13.092804908752441, 'learning_rate': 1.814814814814815e-05, 'epoch': 0.37}
{'loss': 3.5754, 'grad_norm': 10.646615982055664, 'learning_rate': 1.7777777777777777e-05, 'epoch': 0.44}
{'loss': 3.3778, 'grad_norm': 13.56859016418457, 'learning_rate': 1.740740740740741e-05, 'epoch': 0.52}
{'loss': 3.4215, 'grad_norm': 15.428661346435547, 'learning_rate': 1.7037037037037038e-05, 'epoch': 0.59}
{'loss': 3.1639, 'grad_norm': 24.458641052246094, 'learning_rate': 1.6666666666666667e-05, 'epoch': 0.66}
{'loss': 3.2909, 'grad_norm': 15.494721412658691, 'learning_rate': 1.6296296296296297e-05, 'epoch': 0.74}
{'loss': 3.125, 'grad_norm': 15.580615997314453, 'learning_rate': 1.5925925925925926e-05, 'epoch': 0.81}
{'loss': 2.9746, 'grad_norm': 9.317156791687012, 'learning_rate': 1.555555555555556e-05, 'epoch': 0.89}
{'loss': 2.9136, 'grad_norm': 14.41965389251709, 'learning_rate': 1.5185185185185187e-05, 'epoch': 0.96}
{'loss': 2.5511, 'grad_norm': 14.282979011535645, 'learning_rate': 1.4814814814814815e-05, 'epoch': 1.03}
{'loss': 2.7511, 'grad_norm': 17.730812072753906, 'learning_rate': 1.4444444444444446e-05, 'epoch': 1.1}
{'loss': 2.7251, 'grad_norm': 13.277726173400879, 'learning_rate': 1.4074074074074075e-05, 'epoch': 1.18}
{'loss': 2.8417, 'grad_norm': 18.045055389404297, 'learning_rate': 1.3703703703703706e-05, 'epoch': 1.25}
{'loss': 2.6442, 'grad_norm': 5.48988676071167, 'learning_rate': 1.3333333333333333e-05, 'epoch': 1.32}
{'loss': 2.7929, 'grad_norm': 25.36542510986328, 'learning_rate': 1.2962962962962964e-05, 'epoch': 1.4}
{'loss': 2.5684, 'grad_norm': 13.6754150390625, 'learning_rate': 1.2592592592592593e-05, 'epoch': 1.47}
{'loss': 2.7332, 'grad_norm': 9.201616287231445, 'learning_rate': 1.2222222222222224e-05, 'epoch': 1.55}
{'loss': 2.7254, 'grad_norm': 13.848398208618164, 'learning_rate': 1.1851851851851852e-05, 'epoch': 1.62}
{'loss': 2.666, 'grad_norm': 13.88642692565918, 'learning_rate': 1.1481481481481482e-05, 'epoch': 1.69}
{'loss': 2.6306, 'grad_norm': 12.424508094787598, 'learning_rate': 1.1111111111111113e-05, 'epoch': 1.77}
{'loss': 2.648, 'grad_norm': 11.709482192993164, 'learning_rate': 1.0740740740740742e-05, 'epoch': 1.84}
{'loss': 2.6608, 'grad_norm': 19.46118927001953, 'learning_rate': 1.037037037037037e-05, 'epoch': 1.92}
{'loss': 2.6746, 'grad_norm': 11.159945487976074, 'learning_rate': 1e-05, 'epoch': 1.99}
{'loss': 2.3825, 'grad_norm': 10.72253704071045, 'learning_rate': 9.62962962962963e-06, 'epoch': 2.06}
{'loss': 2.4419, 'grad_norm': 11.76253890991211, 'learning_rate': 9.25925925925926e-06, 'epoch': 2.13}
{'loss': 2.4406, 'grad_norm': 10.237292289733887, 'learning_rate': 8.888888888888888e-06, 'epoch': 2.21}
{'loss': 2.5302, 'grad_norm': 12.26590347290039, 'learning_rate': 8.518518518518519e-06, 'epoch': 2.28}
{'loss': 2.396, 'grad_norm': 15.177338600158691, 'learning_rate': 8.148148148148148e-06, 'epoch': 2.35}
{'loss': 2.4553, 'grad_norm': 22.4909610748291, 'learning_rate': 7.77777777777778e-06, 'epoch': 2.43}
{'loss': 2.4731, 'grad_norm': 17.483835220336914, 'learning_rate': 7.4074074074074075e-06, 'epoch': 2.5}
{'loss': 2.4502, 'grad_norm': 12.563262939453125, 'learning_rate': 7.0370370370370375e-06, 'epoch': 2.58}
{'loss': 2.4447, 'grad_norm': 7.586010456085205, 'learning_rate': 6.666666666666667e-06, 'epoch': 2.65}
{'loss': 2.4713, 'grad_norm': 15.63945198059082, 'learning_rate': 6.296296296296297e-06, 'epoch': 2.72}
{'loss': 2.4773, 'grad_norm': 14.01198959350586, 'learning_rate': 5.925925925925926e-06, 'epoch': 2.8}
{'loss': 2.436, 'grad_norm': 17.688859939575195, 'learning_rate': 5.555555555555557e-06, 'epoch': 2.87}
{'loss': 2.5072, 'grad_norm': 21.22123146057129, 'learning_rate': 5.185185185185185e-06, 'epoch': 2.94}
{'loss': 2.26, 'grad_norm': 18.15682601928711, 'learning_rate': 4.814814814814815e-06, 'epoch': 3.01}
{'loss': 2.2992, 'grad_norm': 14.192599296569824, 'learning_rate': 4.444444444444444e-06, 'epoch': 3.09}
{'loss': 2.3071, 'grad_norm': 11.561793327331543, 'learning_rate': 4.074074074074074e-06, 'epoch': 3.16}
{'loss': 2.3441, 'grad_norm': 3.1243510246276855, 'learning_rate': 3.7037037037037037e-06, 'epoch': 3.24}
{'loss': 2.4447, 'grad_norm': 9.573843002319336, 'learning_rate': 3.3333333333333333e-06, 'epoch': 3.31}
{'loss': 2.3294, 'grad_norm': 6.529601573944092, 'learning_rate': 2.962962962962963e-06, 'epoch': 3.38}
{'loss': 2.373, 'grad_norm': 11.421675682067871, 'learning_rate': 2.5925925925925925e-06, 'epoch': 3.46}
{'loss': 2.3178, 'grad_norm': 16.40928840637207, 'learning_rate': 2.222222222222222e-06, 'epoch': 3.53}
{'loss': 2.2821, 'grad_norm': 9.617049217224121, 'learning_rate': 1.8518518518518519e-06, 'epoch': 3.61}
{'loss': 2.3714, 'grad_norm': 10.899039268493652, 'learning_rate': 1.4814814814814815e-06, 'epoch': 3.68}
{'loss': 2.3746, 'grad_norm': 12.366585731506348, 'learning_rate': 1.111111111111111e-06, 'epoch': 3.75}
{'loss': 2.2839, 'grad_norm': 12.53154182434082, 'learning_rate': 7.407407407407407e-07, 'epoch': 3.83}
{'loss': 2.3251, 'grad_norm': 11.621031761169434, 'learning_rate': 3.7037037037037036e-07, 'epoch': 3.9}
{'loss': 2.3406, 'grad_norm': 12.868032455444336, 'learning_rate': 0.0, 'epoch': 3.97}
{'train_runtime': 113.2832, 'train_samples_per_second': 57.343, 'train_steps_per_second': 4.767, 'train_loss': 2.7339466200934517, 'epoch': 3.97}
3 0.7822878228782287

{'loss': 4.0564, 'grad_norm': 8.786630630493164, 'learning_rate': 1.962962962962963e-05, 'epoch': 0.07}
{'loss': 3.9838, 'grad_norm': 9.159151077270508, 'learning_rate': 1.925925925925926e-05, 'epoch': 0.15}
{'loss': 3.9278, 'grad_norm': 6.293111324310303, 'learning_rate': 1.888888888888889e-05, 'epoch': 0.22}
{'loss': 4.0316, 'grad_norm': 7.819403648376465, 'learning_rate': 1.851851851851852e-05, 'epoch': 0.3}
{'loss': 3.876, 'grad_norm': 6.117109775543213, 'learning_rate': 1.814814814814815e-05, 'epoch': 0.37}
{'loss': 3.7821, 'grad_norm': 5.2016777992248535, 'learning_rate': 1.7777777777777777e-05, 'epoch': 0.44}
{'loss': 3.7787, 'grad_norm': 6.830273151397705, 'learning_rate': 1.740740740740741e-05, 'epoch': 0.52}
{'loss': 3.8148, 'grad_norm': 5.936097145080566, 'learning_rate': 1.7037037037037038e-05, 'epoch': 0.59}
{'loss': 3.7533, 'grad_norm': 11.32286548614502, 'learning_rate': 1.6666666666666667e-05, 'epoch': 0.66}
